identifier,label,set
P48632,nonThermophiles,train
P48636,nonThermophiles,train
Q02MM0,nonThermophiles,train
O86428,nonThermophiles,train
Q9I2S7,nonThermophiles,train
O05927,nonThermophiles,train
P18774,nonThermophiles,train
Q9HVT7,nonThermophiles,train
P09591,nonThermophiles,train
Q02RA7,nonThermophiles,train
Q51472,nonThermophiles,train
Q9HU83,nonThermophiles,train
Q9HX72,nonThermophiles,train
Q9I7C4,nonThermophiles,train
Q9HU65,nonThermophiles,train
G3XD12,nonThermophiles,train
O87125,nonThermophiles,train
Q9I742,nonThermophiles,train
G3XD46,nonThermophiles,train
P48247,nonThermophiles,train
P37798,nonThermophiles,train
Q9I767,nonThermophiles,train
Q06062,nonThermophiles,train
P17838,nonThermophiles,train
G3XCV0,nonThermophiles,train
Q51575,nonThermophiles,train
Q9I747,nonThermophiles,train
Q9HVA2,nonThermophiles,train
Q9HXM1,nonThermophiles,train
Q9I6N5,nonThermophiles,train
Q9I3N0,nonThermophiles,train
Q9ZFE4,nonThermophiles,train
Q9I2U6,nonThermophiles,train
P72151,nonThermophiles,train
P26995,nonThermophiles,train
Q9I3S3,nonThermophiles,train
Q52463,nonThermophiles,train
Q00518,nonThermophiles,train
Q02PG5,nonThermophiles,train
P26994,nonThermophiles,train
Q9I4K6,nonThermophiles,train
Q9RQ16,nonThermophiles,train
Q9HV00,nonThermophiles,train
Q9I0K4,nonThermophiles,train
B7UV40,nonThermophiles,train
Q9I5Q5,nonThermophiles,train
O33407,nonThermophiles,train
Q9HWC1,nonThermophiles,train
Q9HU16,nonThermophiles,train
G3XD64,nonThermophiles,train
A0A0H2ZDT7,nonThermophiles,train
Q9HWS0,nonThermophiles,train
Q9HU36,nonThermophiles,train
Q02MM1,nonThermophiles,train
Q9HXE2,nonThermophiles,train
P05384,nonThermophiles,train
Q9I4D4,nonThermophiles,train
Q02UU0,nonThermophiles,train
Q9HYZ3,nonThermophiles,train
Q9I407,nonThermophiles,train
Q9I2C5,nonThermophiles,train
Q51574,nonThermophiles,train
Q9I2N0,nonThermophiles,train
Q9I703,nonThermophiles,train
Q9HU18,nonThermophiles,train
Q9HU15,nonThermophiles,train
P95435,nonThermophiles,train
Q9HTK9,nonThermophiles,train
Q9HX08,nonThermophiles,train
Q06198,nonThermophiles,train
Q51567,nonThermophiles,train
Q9I732,nonThermophiles,train
Q9I783,nonThermophiles,train
Q51426,nonThermophiles,train
Q9I3H9,nonThermophiles,train
Q51548,nonThermophiles,train
Q9HYR3,nonThermophiles,train
P53593,nonThermophiles,train
Q9I502,nonThermophiles,train
Q9HYE3,nonThermophiles,train
Q02MN4,nonThermophiles,train
G3XD23,nonThermophiles,train
Q9I750,nonThermophiles,train
Q9I749,nonThermophiles,train
Q9I745,nonThermophiles,train
Q9HTW3,nonThermophiles,train
P09852,nonThermophiles,train
Q9I748,nonThermophiles,train
Q9I740,nonThermophiles,train
Q9I2Q0,nonThermophiles,train
Q9HUH4,nonThermophiles,train
Q9I753,nonThermophiles,train
Q9I733,nonThermophiles,train
Q9HYH1,nonThermophiles,train
Q51368,nonThermophiles,train
Q02RL6,nonThermophiles,train
P50600,nonThermophiles,train
Q9I2Q1,nonThermophiles,train
Q9I0F3,nonThermophiles,train
G3XD01,nonThermophiles,train
G3XD94,nonThermophiles,train
Q02QI1,nonThermophiles,train
Q9HZJ8,nonThermophiles,train
Q02TE1,nonThermophiles,train
Q9HV61,nonThermophiles,train
B3EWP1,nonThermophiles,train
Q9I2Y2,nonThermophiles,train
Q9I744,nonThermophiles,train
Q02UQ8,nonThermophiles,train
Q9I310,nonThermophiles,train
Q9HZX3,nonThermophiles,train
Q9I746,nonThermophiles,train
Q9HXQ0,nonThermophiles,train
Q9HY82,nonThermophiles,train
Q59638,nonThermophiles,train
Q9HT57,nonThermophiles,train
Q9I6G1,nonThermophiles,train
Q9HYC4,nonThermophiles,train
Q02G03,nonThermophiles,train
Q9HYG2,nonThermophiles,train
Q02HS5,nonThermophiles,train
P09785,nonThermophiles,train
Q51423,nonThermophiles,train
P32722,nonThermophiles,train
A0A0H2ZJS4,nonThermophiles,train
Q9XCL6,nonThermophiles,train
P05104,nonThermophiles,train
Q9I6M7,nonThermophiles,train
Q9HWH2,nonThermophiles,train
Q9I5A5,nonThermophiles,train
A0A0H2ZF87,nonThermophiles,train
Q9HYC5,nonThermophiles,train
A0A0H2ZFV1,nonThermophiles,train
P24734,nonThermophiles,train
Q1I8U1,nonThermophiles,train
Q1ID47,nonThermophiles,train
B3PC73,nonThermophiles,train
P95470,nonThermophiles,train
P83788,nonThermophiles,train
Q4K418,nonThermophiles,train
P49424,nonThermophiles,train
Q51782,nonThermophiles,train
Q93TJ5,nonThermophiles,train
P14218,nonThermophiles,train
P95481,nonThermophiles,train
Q59675,nonThermophiles,train
O69762,nonThermophiles,train
P86491,nonThermophiles,train
Q59674,nonThermophiles,train
C3JXY0,nonThermophiles,train
B3PIB0,nonThermophiles,train
Q83V26,nonThermophiles,train
B3PDB1,nonThermophiles,train
B3PEE6,nonThermophiles,train
P51853,nonThermophiles,train
Q51793,nonThermophiles,train
Q4K4F7,nonThermophiles,train
Q51792,nonThermophiles,train
O06836,nonThermophiles,train
O31158,nonThermophiles,train
P26504,nonThermophiles,train
Q4KCY6,nonThermophiles,train
B3PF24,nonThermophiles,train
Q8RQ74,nonThermophiles,train
Q51718,nonThermophiles,train
P11886,nonThermophiles,train
Q93HX6,nonThermophiles,train
P18126,nonThermophiles,train
Q53547,nonThermophiles,train
P27033,nonThermophiles,train
Q3K9A2,nonThermophiles,train
P23031,nonThermophiles,train
O06834,nonThermophiles,train
P14768,nonThermophiles,train
Q4FQB7,nonThermophiles,train
Q4FQF7,nonThermophiles,train
Q4FTX3,nonThermophiles,train
Q1QBB9,nonThermophiles,train
A1SUU0,nonThermophiles,train
A1SR01,nonThermophiles,train
P39662,nonThermophiles,train
Q0KDL6,nonThermophiles,train
P39185,nonThermophiles,train
P0C2C2,nonThermophiles,train
P14697,nonThermophiles,train
O34162,nonThermophiles,train
P31892,nonThermophiles,train
P39186,nonThermophiles,train
Q0K845,nonThermophiles,train
Q937N9,nonThermophiles,train
P31891,nonThermophiles,train
P22317,nonThermophiles,train
P17295,nonThermophiles,train
P23608,nonThermophiles,train
P22320,nonThermophiles,train
P27747,nonThermophiles,train
P28614,nonThermophiles,train
P27746,nonThermophiles,train
P27745,nonThermophiles,train
P40852,nonThermophiles,train
P19923,nonThermophiles,train
Q0K020,nonThermophiles,train
Q937N7,nonThermophiles,train
P31905,nonThermophiles,train
Q0K4F5,nonThermophiles,train
Q0KBC8,nonThermophiles,train
P09658,nonThermophiles,train
P23516,nonThermophiles,train
Q07251,nonThermophiles,train
O87816,nonThermophiles,train
P22319,nonThermophiles,train
Q0KBP1,nonThermophiles,train
Q0K844,nonThermophiles,train
P13512,nonThermophiles,train
Q1LK00,nonThermophiles,train
Q1LJ80,nonThermophiles,train
P0C8P4,nonThermophiles,train
Q1LRV9,nonThermophiles,train
Q58AD3,nonThermophiles,train
Q44007,nonThermophiles,train
P56621,nonThermophiles,train
P37978,nonThermophiles,train
P13510,nonThermophiles,train
P13509,nonThermophiles,train
P17550,nonThermophiles,train
P17551,nonThermophiles,train
P37975,nonThermophiles,train
P37973,nonThermophiles,train
P37972,nonThermophiles,train
Q44009,nonThermophiles,train
P37974,nonThermophiles,train
P17552,nonThermophiles,train
P55111,nonThermophiles,train
B5ZZ34,nonThermophiles,train
Q1M964,nonThermophiles,train
Q9RAE4,nonThermophiles,train
P42723,nonThermophiles,train
P0A2W5,nonThermophiles,train
Q1M667,nonThermophiles,train
Q1MJ96,nonThermophiles,train
P28155,nonThermophiles,train
Q1MJ95,nonThermophiles,train
Q1M7A2,nonThermophiles,train
Q05811,nonThermophiles,train
Q1MGQ9,nonThermophiles,train
P31592,nonThermophiles,train
Q9FCP2,nonThermophiles,train
Q8RPY7,nonThermophiles,train
P15728,nonThermophiles,train
P04685,nonThermophiles,train
Q03313,nonThermophiles,train
Q1MIM3,nonThermophiles,train
Q1M755,nonThermophiles,train
Q8RSQ2,nonThermophiles,train
K9NBS6,nonThermophiles,train
O50202,nonThermophiles,train
Q9RA05,nonThermophiles,train
P13448,nonThermophiles,train
Q9ZAG3,nonThermophiles,train
Q9EX73,nonThermophiles,train
P22984,nonThermophiles,train
P13449,nonThermophiles,train
Q9EUT9,nonThermophiles,train
A0A0E4AE72,nonThermophiles,train
Q53062,nonThermophiles,train
P43493,nonThermophiles,train
A0A0E4AFH6,nonThermophiles,train
A0A0E4AET8,nonThermophiles,train
A0A0E4AFE3,nonThermophiles,train
Q21XD7,nonThermophiles,train
Q7UG04,nonThermophiles,train
Q6NAM1,nonThermophiles,train
Q6N8N2,nonThermophiles,train
P00150,nonThermophiles,train
Q53005,nonThermophiles,train
Q6N2R1,nonThermophiles,train
P35102,nonThermophiles,train
Q6N4T2,nonThermophiles,train
Q6N9G0,nonThermophiles,train
Q6N4U5,nonThermophiles,train
Q6N4V1,nonThermophiles,train
Q6N4R5,nonThermophiles,train
Q6N4V0,nonThermophiles,train
B3QHD1,nonThermophiles,train
Q6N3Y0,nonThermophiles,train
Q01980,nonThermophiles,train
Q6N650,nonThermophiles,train
Q6N4U4,nonThermophiles,train
Q6N1P8,nonThermophiles,train
Q6N4T9,nonThermophiles,train
Q6N5A3,nonThermophiles,train
Q6N4T8,nonThermophiles,train
Q6NCH9,nonThermophiles,train
P60403,nonThermophiles,train
Q6NDF0,nonThermophiles,train
Q6NCN7,nonThermophiles,train
Q6N253,nonThermophiles,train
P80458,nonThermophiles,train
Q9ZNH4,nonThermophiles,train
Q6N4V2,nonThermophiles,train
Q6N4U9,nonThermophiles,train
Q6N4U3,nonThermophiles,train
Q6N554,nonThermophiles,train
Q6N4T3,nonThermophiles,train
Q6N4U0,nonThermophiles,train
Q6N140,nonThermophiles,train
P62441,nonThermophiles,train
Q6N4U1,nonThermophiles,train
Q6NCZ6,nonThermophiles,train
Q6N4V5,nonThermophiles,train
Q6NDR6,nonThermophiles,train
Q6N3F3,nonThermophiles,train
Q6N2U4,nonThermophiles,train
P00207,nonThermophiles,train
P60456,nonThermophiles,train
Q6NDR5,nonThermophiles,train
Q6N5Q2,nonThermophiles,train
Q6NCZ4,nonThermophiles,train
Q6N5A1,nonThermophiles,train
P61167,nonThermophiles,train
Q6NDF6,nonThermophiles,train
Q6N274,nonThermophiles,train
Q6N651,nonThermophiles,train
Q6N4V8,nonThermophiles,train
Q6NDE9,nonThermophiles,train
P61068,nonThermophiles,train
Q6N4U8,nonThermophiles,train
Q6NCZ5,nonThermophiles,train
P62236,nonThermophiles,train
Q6N5A4,nonThermophiles,train
Q2RSB2,nonThermophiles,train
P31896,nonThermophiles,train
P14300,nonThermophiles,train
P22921,nonThermophiles,train
Q2RQ36,nonThermophiles,train
P10718,nonThermophiles,train
P10717,nonThermophiles,train
Q2RQ23,nonThermophiles,train
P02947,nonThermophiles,train
P00144,nonThermophiles,train
Q2RXI0,nonThermophiles,train
Q2RSU7,nonThermophiles,train
Q2RXH9,nonThermophiles,train
Q2RSB4,nonThermophiles,train
Q2RNK3,nonThermophiles,train
Q2RNI6,nonThermophiles,train
P14299,nonThermophiles,train
Q2RNI5,nonThermophiles,train
P31894,nonThermophiles,train
P80448,nonThermophiles,train
P10473,nonThermophiles,train
Q2RMZ4,nonThermophiles,train
Q00441,nonThermophiles,train
A4F7P3,nonThermophiles,train
P14529,nonThermophiles,train
P07287,nonThermophiles,train
P24664,nonThermophiles,train
A4FG19,nonThermophiles,train
P00650,nonThermophiles,train
A4FG18,nonThermophiles,train
P06495,nonThermophiles,train
A4X3Q0,nonThermophiles,train
Q086E4,nonThermophiles,train
B0TQ91,nonThermophiles,train
Q92UV7,nonThermophiles,train
Q6DTN4,nonThermophiles,train
Q92PC8,nonThermophiles,train
O86028,nonThermophiles,train
Q92R45,nonThermophiles,train
P10955,nonThermophiles,train
P10958,nonThermophiles,train
Q6TMG4,nonThermophiles,train
P58350,nonThermophiles,train
Q05572,nonThermophiles,train
Q9X4F5,nonThermophiles,train
Q92PB6,nonThermophiles,train
O86033,nonThermophiles,train
Q92LF6,nonThermophiles,train
P13633,nonThermophiles,train
P20471,nonThermophiles,train
O08250,nonThermophiles,train
Q9X4Y1,nonThermophiles,train
O69782,nonThermophiles,train
P02962,nonThermophiles,train
Q7ANN4,nonThermophiles,train
O87278,nonThermophiles,train
Q92Y45,nonThermophiles,train
Q7ANN5,nonThermophiles,train
Q9XD74,nonThermophiles,train
O68965,nonThermophiles,train
Q92RG6,nonThermophiles,train
Q9F9B2,nonThermophiles,train
P35474,nonThermophiles,train
P20672,nonThermophiles,train
Q9F9B1,nonThermophiles,train
P33693,nonThermophiles,train
Q9F9B0,nonThermophiles,train
O33680,nonThermophiles,train
Q92ZM6,nonThermophiles,train
Q925Z2,nonThermophiles,train
Q2NW94,nonThermophiles,train
Q82IZ1,nonThermophiles,train
Q82IY7,nonThermophiles,train
Q82IY8,nonThermophiles,train
Q82LU9,nonThermophiles,train
Q82IY9,nonThermophiles,train
Q82IY4,nonThermophiles,train
Q826W3,nonThermophiles,train
Q82PP4,nonThermophiles,train
Q82IY3,nonThermophiles,train
Q82K09,nonThermophiles,train
Q82NR8,nonThermophiles,train
Q53586,nonThermophiles,train
Q82MH6,nonThermophiles,train
Q9KVG7,nonThermophiles,train
Q9KS12,nonThermophiles,train
P09545,nonThermophiles,train
P01556,nonThermophiles,train
Q9KRA3,nonThermophiles,train
