identifier,label,set
DSRA_ARCFU,1,train
ISCS2_ARCFU,1,train
TIAS_ARCFU,1,train
DSRB_ARCFU,1,train
KATG_ARCFU,1,train
D89S1_ARCFU,1,train
ASD_ARCFU,1,train
ACD2_ARCFU,1,train
CAS1A_ARCFU,1,train
AGLB2_ARCFU,1,train
ACDB_ARCFU,1,train
CBID_ARCFU,1,train
ACDG_ARCFU,1,train
ACDD_ARCFU,1,train
ACDE2_ARCFU,1,train
ILVE_ARCFU,1,train
GGGPS_ARCFU,1,train
HMEA_ARCFU,1,train
RIO1_ARCFU,1,train
PCNA_ARCFU,1,train
RBL_ARCFU,1,train
NEP1_ARCFU,1,train
HMEE_ARCFU,1,train
SRP19_ARCFU,1,train
DTDA_ARCFU,1,train
HMEC_ARCFU,1,train
MCH_ARCFU,1,train
ISF3_ARCFU,1,train
GPDA_ARCFU,1,train
CSL4_ARCFU,1,train
DLD_ARCFU,1,train
AQPM_ARCFU,1,train
CDPAS_ARCFU,1,train
COPZ_ARCFU,1,train
DGGGP_ARCFU,1,train
RUXX_ARCFU,1,train
Y060_ARCFU,1,train
Y1683_ARCFU,1,train
Y1403_ARCFU,1,train
WTPB_ARCFU,1,train
Y924_ARCFU,1,train
Y1382_ARCFU,1,train
Y241_ARCFU,1,train
TYW3_ARCFU,1,train
Y2331_ARCFU,1,train
Y1433_ARCFU,1,train
VAPC9_ARCFU,1,train
Y055_ARCFU,1,train
VPB21_ARCFU,1,train
Y1395_ARCFU,1,train
Y298_ARCFU,1,train
Y1864_ARCFU,1,train
Y941_ARCFU,1,train
Y1548_ARCFU,1,train
Y2094_ARCFU,1,train
Y2093_ARCFU,1,train
Y1796_ARCFU,1,train
PIWI_ARCFU,1,train
Y1502_ARCFU,1,train
TTRD_ARCFU,1,train
Y1212_ARCFU,1,train
COOS2_CARHZ,1,train
MAAL1_CARHZ,1,train
GUNS_HUNTH,1,train
CELE_HUNT2,1,train
IABF_HUNT2,1,train
CELK_HUNTH,1,train
GUNI_HUNT2,1,train
CBDP_HUNT2,1,train
XG74_HUNTH,1,train
RSGI6_HUNT2,1,train
RSGI1_HUNT2,1,train
GUNH_HUNT2,1,train
XYNZ_HUNT2,1,train
GUNA_HUNT2,1,train
RSGI2_HUNT2,1,train
DAPAT_HUNT2,1,train
GUNC_HUNTH,1,train
GUB_HUNT2,1,train
BGLB_HUNT2,1,train
BGLA_HUNT2,1,train
ANCA_HUNT2,1,train
RSGI3_HUNT2,1,train
FER_HUNTH,1,train
EFP_HUNT2,1,train
SIGI4_HUNT2,1,train
SIGI7_HUNT2,1,train
SLAP2_HUNT2,1,train
Y2143_HUNT2,1,train
AMY1_DICT6,1,train
AMY2_DICT6,1,train
ADH1_GEOTN,1,train
HPAH_GEOTN,1,train
GDPP_GEOTN,1,train
RIBF_GEOTN,1,train
NFADR_GEOTN,1,train
CSRA_GEOTN,1,train
HUTP_GEOTN,1,train
AGO_METJA,1,train
MPTA_METJA,1,train
K6PF_METJA,1,train
LEUC_METJA,1,train
NPPNK_METJA,1,train
RIB7_METJA,1,train
RIFK_METJA,1,train
NK_METJA,1,train
RIBL_METJA,1,train
MFNA_METJA,1,train
DADD_METJA,1,train
DCDB_METJA,1,train
RIBB_METJA,1,train
COFF_METJA,1,train
ACD_METJA,1,train
CYDE_METJA,1,train
AROE_METJA,1,train
AK_METJA,1,train
ARGJ_METJA,1,train
APGM2_METJA,1,train
CSM4_METJA,1,train
CSM3_METJA,1,train
CBIT_METJA,1,train
CORA_METJA,1,train
P936_METJA,1,train
LIVG_METJA,1,train
ARFB_METJA,1,train
AROK_METJA,1,train
IF2B_METJA,1,train
METK_METJA,1,train
MFNE_METJA,1,train
IPK_METJA,1,train
COME_METJA,1,train
DKFP_METJA,1,train
LONB_METJA,1,train
T2M2_METJA,1,train
OGG1_METJA,1,train
SUCD_METJA,1,train
PYCA_METJA,1,train
RPA_METJA,1,train
MVP_METJA,1,train
SEPS_METJA,1,train
PSB_METJA,1,train
NRPR_METJA,1,train
RNP4_METJA,1,train
RNH2_METJA,1,train
PUS10_METJA,1,train
HMD_METJA,1,train
ATGT_METJA,1,train
PATS_METJA,1,train
COBY_METJA,1,train
MRE11_METJA,1,train
COFC_METJA,1,train
MTM1_METJA,1,train
OGT_METJA,1,train
PRIS_METJA,1,train
PURO_METJA,1,train
MPTB_METJA,1,train
PPAC_METJA,1,train
MTM2_METJA,1,train
PSA_METJA,1,train
RELB3_METJA,1,train
SECG_METJA,1,train
PHEA_METJA,1,train
RL30E_METJA,1,train
MPTE_METJA,1,train
RPOE1_METJA,1,train
MTM5_METJA,1,train
PSLS_METJA,1,train
MFNB_METJA,1,train
RISC_METJA,1,train
MPTD_METJA,1,train
ADPP_METJA,1,train
MSMJL_METJA,1,train
HYPB_METJA,1,train
KHSE_METJA,1,train
FSR_METJA,1,train
MCRA_METJA,1,train
COFD_METJA,1,train
CCA_METJA,1,train
CHMU_METJA,1,train
DUT_METJA,1,train
COMB_METJA,1,train
G3P_METJA,1,train
CSG_METJA,1,train
FEOB_METJA,1,train
GLMU_METJA,1,train
G6PI_METJA,1,train
FAEHP_METJA,1,train
COFG_METJA,1,train
GCH3_METJA,1,train
IDI2_METJA,1,train
DAPAT_METJA,1,train
DCDA_METJA,1,train
FUCA_METJA,1,train
CAS10_METJA,1,train
FLAH_METJA,1,train
ARCS_METJA,1,train
FKBPL_METJA,1,train
ARSA_METJA,1,train
DMRX_METJA,1,train
DHPSL_METJA,1,train
SIHH_METJA,1,train
SUI1_METJA,1,train
WECB_METJA,1,train
RS8_METJA,1,train
SPSS_METJA,1,train
Y1311_METJA,1,train
SERB_METJA,1,train
SPCS_METJA,1,train
Y1094_METJA,1,train
Y100_METJA,1,train
Y1004_METJA,1,train
Y158_METJA,1,train
Y1563_METJA,1,train
Y1062_METJA,1,train
Y609_METJA,1,train
T2M1_METJA,1,train
THIO_METJA,1,train
Y1251_METJA,1,train
Y1598_METJA,1,train
Y1434_METJA,1,train
Y783_METJA,1,train
Y1533_METJA,1,train
THI4_METJA,1,train
TRM14_METJA,1,train
Y1010_METJA,1,train
Y764_METJA,1,train
TRKA_METJA,1,train
Y3515_METJA,1,train
T2M4_METJA,1,train
T1S1_METJA,1,train
Y327_METJA,1,train
Y1187_METJA,1,train
Y014_METJA,1,train
Y223_METJA,1,train
Y392_METJA,1,train
T2M3_METJA,1,train
THIDN_METJA,1,train
Y1343_METJA,1,train
Y1052_METJA,1,train
WTPA_METJA,1,train
Y1198_METJA,1,train
Y1481_METJA,1,train
Y1564_METJA,1,train
Y882_METJA,1,train
Y091_METJA,1,train
Y694_METJA,1,train
Y951_METJA,1,train
Y1480_METJA,1,train
Y577_METJA,1,train
T2M5_METJA,1,train
TTDB_METJA,1,train
SECE_METJA,1,train
RSMA_METJA,1,train
Y1435_METJA,1,train
Y488_METJA,1,train
Y366_METJA,1,train
Y1460_METJA,1,train
VATE_METJA,1,train
PSTK_METJA,1,train
PUR7_METJA,1,train
Y123_METJA,1,train
TRM5B_METJA,1,train
Y1213_METJA,1,train
RFAPS_METJA,1,train
TOP6A_METJA,1,train
HEM1_METKA,1,train
RTCB_METKA,1,train
MTD_METKA,1,train
AMZA_METKA,1,train
TAW22_NANEQ,1,train
AGOG_PYRAE,1,train
KPYK_PYRAE,1,train
VAPC9_PYRAE,1,train
IF5A_PYRAE,1,train
HIS6_PYRAE,1,train
UDGB_PYRAE,1,train
MIG_PYRAE,1,train
VAPB3_PYRAE,1,train
RL39_PYRAE,1,train
DPDH_PYRIL,1,train
FER_PYRIL,1,train
REP75_PYRAB,1,train
TAW22_PYRAB,1,train
NUCS_PYRAB,1,train
NITR_PYRAB,1,train
SYT_PYRAB,1,train
TMG10_PYRAB,1,train
GPN_PYRAB,1,train
ARLMC_PYRAB,1,train
XERA_PYRAB,1,train
COAD_PYRAB,1,train
ARCH_PYRAB,1,train
PCC1_PYRAB,1,train
PCNA_PYRAB,1,train
IF2A_PYRAB,1,train
RS24_PYRAB,1,train
CG121_PYRAB,1,train
IF1A_PYRAB,1,train
GATD_PYRAB,1,train
RS12_PYRAB,1,train
RS11_PYRAB,1,train
RS4_PYRAB,1,train
MAP2_PYRFU,1,train
MRE11_PYRFU,1,train
JAMM1_PYRFU,1,train
RAD50_PYRFU,1,train
GAL1_PYRFU,1,train
HYD1D_PYRFU,1,train
SUDHA_PYRFU,1,train
OTCA_PYRFU,1,train
HELS_PYRFU,1,train
MBHLB_PYRFU,1,train
CPKA_PYRFU,1,train
CISY_PYRFU,1,train
AGOG_PYRFU,1,train
MUTS2_PYRFU,1,train
DEGLY_PYRFU,1,train
HERA_PYRFU,1,train
CMR3_PYRFU,1,train
HYD1G_PYRFU,1,train
RS5_PYRFU,1,train
PRIL_PYRFU,1,train
SECE_PYRFU,1,train
RL37_PYRFU,1,train
RS2_PYRFU,1,train
RUBR_PYRFU,1,train
RL19E_PYRFU,1,train
RL2_PYRFU,1,train
RL35A_PYRFU,1,train
RL6_PYRFU,1,train
RS17_PYRFU,1,train
IPYR_PYRFU,1,train
MALE_PYRFU,1,train
NADA_PYRFU,1,train
DHE3_PYRFU,1,train
MBHLA_PYRFU,1,train
PORB_PYRFU,1,train
PRIS_PYRFU,1,train
RL13_PYRFU,1,train
RL24E_PYRFU,1,train
RL44E_PYRFU,1,train
RS27A_PYRFU,1,train
RPOA2_PYRFU,1,train
RNP1_PYRFU,1,train
SPT4_PYRFU,1,train
RL10E_PYRFU,1,train
RL41_PYRFU,1,train
RS3A_PYRFU,1,train
RIDA_PYRFU,1,train
PCP_PYRFU,1,train
SAMP2_PYRFU,1,train
RL3_PYRFU,1,train
RL34_PYRFU,1,train
RL5_PYRFU,1,train
RL37A_PYRFU,1,train
PORA_PYRFU,1,train
RL18E_PYRFU,1,train
RS28_PYRFU,1,train
RL29_PYRFU,1,train
RL22_PYRFU,1,train
RS9_PYRFU,1,train
MBHJ_PYRFU,1,train
CDC6_PYRFU,1,train
HYD1B_PYRFU,1,train
G6PI_PYRFU,1,train
CMR1A_PYRFU,1,train
FER_PYRFU,1,train
CMR6_PYRFU,1,train
FAU1_PYRFU,1,train
FBP_PYRFU,1,train
ALF1_PYRFU,1,train
PORD_PYRFU,1,train
RTCA_PYRFU,1,train
RS14Z_PYRFU,1,train
RL32_PYRFU,1,train
RS4E_PYRFU,1,train
RS6E_PYRFU,1,train
SPT5_PYRFU,1,train
TFE_PYRFU,1,train
TRPF_PYRFU,1,train
TRMBR_PYRFU,1,train
TMBL1_PYRFU,1,train
TRUB_PYRFU,1,train
RL14_PYRFU,1,train
RS19_PYRFU,1,train
RS15_PYRFU,1,train
THIE_PYRFU,1,train
RS13_PYRFU,1,train
RS17E_PYRFU,1,train
PURP_PYRFU,1,train
RL4_PYRFU,1,train
THYX_PYRFU,1,train
SECY_PYRFU,1,train
RL15E_PYRFU,1,train
RL18_PYRFU,1,train
RL24_PYRFU,1,train
RS27_PYRFU,1,train
RPIA_PYRHO,1,train
GLT_PYRHO,1,train
NSUN6_PYRHO,1,train
ASRAC_PYRHO,1,train
NADK_PYRHO,1,train
DPH2_PYRHO,1,train
STOPP_PYRHO,1,train
TET_PYRHO,1,train
MFNA_PYRHO,1,train
NOB1_PYRHO,1,train
PURT_PYRHO,1,train
GLMA_PYRHO,1,train
DHYS_PYRHO,1,train
CDR_PYRHO,1,train
AGLB1_PYRHO,1,train
CAS6_PYRHO,1,train
MTNA_PYRHO,1,train
MOAC_PYRHO,1,train
SYFB_PYRHO,1,train
PFDB_PYRHO,1,train
PXPA_PYRHO,1,train
SYK_PYRHO,1,train
REG3_PYRHO,1,train
RACD_PYRHO,1,train
EI2BL_PYRHO,1,train
NIKR_PYRHO,1,train
PRNK_PYRHO,1,train
RS7_PYRHO,1,train
PSTOM_PYRHO,1,train
MPGS_PYRHO,1,train
R15PI_PYRHO,1,train
PEPQ_PYRHO,1,train
PFDA_PYRHO,1,train
MCE_PYRHO,1,train
PGP_PYRHO,1,train
PTH_PYRHO,1,train
EF1B_PYRHO,1,train
MDH_PYRHO,1,train
G3PP_PYRHO,1,train
CAS1_PYRHO,1,train
GCST_PYRHO,1,train
DP2S_PYRHO,1,train
ENGB_PYRHO,1,train
CAS6L_PYRHO,1,train
1A1D_PYRHO,1,train
SYA_PYRHO,1,train
TRM56_PYRHO,1,train
Y1503_PYRHO,1,train
Y856_PYRHO,1,train
SYW_PYRHO,1,train
Y1033_PYRHO,1,train
WECC_PYRHO,1,train
Y1459_PYRHO,1,train
Y828_PYRHO,1,train
SYS_PYRHO,1,train
THIM_PYRHO,1,train
VATE_PYRHO,1,train
Y284_PYRHO,1,train
RL12_PYRHO,1,train
SYL_PYRHO,1,train
REG2_PYRHO,1,train
HARA_PYRHO,1,train
TRET_RUBXD,1,train
PPSA_STAMF,1,train
CP119_SULAC,1,train
TRMJ_SULAC,1,train
XPD_SULAC,1,train
ARNS_SULAC,1,train
AGL3_SULAC,1,train
CUTA_SULAC,1,train
CUTC_SULAC,1,train
CUTB_SULAC,1,train
CBSA_SULAC,1,train
ARGX_SULAC,1,train
DN7D_SULAC,1,train
LYSW_SULAC,1,train
CDVC_SULAC,1,train
ARNR1_SULAC,1,train
CDVB_SULAC,1,train
BGAL_SULAC,1,train
CEDA2_SULAC,1,train
CDVB2_SULAC,1,train
RAD50_SULAC,1,train
THPS_SULAC,1,train
RL11_SULAC,1,train
CEDA1_SULAC,1,train
RPOH_SULAC,1,train
FTSY_SULAC,1,train
CEDB_SULAC,1,train
GGPS_SULAC,1,train
XYLH_SULAC,1,train
TRM10_SULAC,1,train
UPPS_SULAC,1,train
RL18A_SULAC,1,train
PYRI_SULAC,1,train
RL1_SULAC,1,train
KMT_SULIR,1,train
Y56B_SIRV1,1,train
Y014_SIFVH,1,train
Y114_SIRV1,1,train
Y131_SIRV1,1,train
Y56_SIRV1,1,train
ARGDC_SACS2,1,train
ARE_SACSO,1,train
CAS4_SACS2,1,train
MCM_SACS2,1,train
NAT_SACS2,1,train
KDGK_SACS2,1,train
GAD_SACS2,1,train
TRPD_SACS2,1,train
GLCDH_SACSO,1,train
UPP_SACS2,1,train
PYRH_SACS2,1,train
TREZ_SACS2,1,train
PHP_SACS2,1,train
PNPH_SACS2,1,train
CAS1B_SACS2,1,train
AAT_SACS2,1,train
ARAD_SACS2,1,train
ALBA2_SACS2,1,train
CDC62_SACS2,1,train
CAS5A_SACS2,1,train
AMID_SACS2,1,train
CMR5_SACS2,1,train
CAS2A_SACS2,1,train
APE2_SACS2,1,train
AIPS_SACS2,1,train
IF2G_SACS2,1,train
KADA_SACS2,1,train
AGLU_SACS9,1,train
CMR4_SACS2,1,train
KDAD_SACS2,1,train
KDGA_SACS2,1,train
NADM_SACS2,1,train
LIPA_SACS2,1,train
CAS6B_SACS2,1,train
CSA2B_SACS2,1,train
RPOP_SACS2,1,train
SSB_SACS2,1,train
TRPA_SACS2,1,train
RPOA1_SACS2,1,train
RPON_SACS2,1,train
CMR1_SACS2,1,train
LYSM_SACS2,1,train
GGGPS_SACS2,1,train
CREN7_SACS2,1,train
NURA_SACS2,1,train
DMD_SACS2,1,train
RL14E_SACS2,1,train
SLAB_SACS2,1,train
PCNA1_SACS2,1,train
PRIS_SACS2,1,train
RN081_SACS2,1,train
PRIL_SACS2,1,train
GLYA_SACS2,1,train
CSA5A_SACS2,1,train
CAS6A_SACS2,1,train
HEXPP_SACS2,1,train
LRS14_SACS2,1,train
CSA5B_SACS2,1,train
KPRS_SACS2,1,train
GLCS_SACS2,1,train
DGGGP_SACS2,1,train
FUMC_SACS2,1,train
CMR6_SACS2,1,train
GLCV_SACS2,1,train
CBPX1_SACS2,1,train
GAPN_SACS2,1,train
GLCU_SACS2,1,train
GLCT_SACS2,1,train
CMR7A_SACS2,1,train
HMDH_SACS2,1,train
DNAG_SACS2,1,train
DPOL1_SACS2,1,train
CAS5B_SACS2,1,train
CMR7B_SACS2,1,train
CSL4_SACS2,1,train
FEN_SACS2,1,train
CSX1_SACS2,1,train
CSA3_SACS2,1,train
CS2H_SACS2,1,train
DTDA_SACS2,1,train
CDC63_SACS2,1,train
EF1B_SACS2,1,train
Y352_SACS2,1,train
TLDD_SACS2,1,train
TYW3_SACS2,1,train
Y1401_SACS2,1,train
SRP19_SACS2,1,train
TSR3_SACS2,1,train
TRPB2_SACS2,1,train
TFE_SACS2,1,train
TRPG_SACS2,1,train
XYLS_SACS2,1,train
XPF_SACS2,1,train
THSA_SACS2,1,train
RN393_SACS2,1,train
PMK_SACS2,1,train
RRP42_SACS2,1,train
RRP4_SACS2,1,train
RPOK_SACS2,1,train
TRPE_SACS2,1,train
AGAL_SACS2,1,train
RNH_SULTO,1,train
FBPAP_SULTO,1,train
MCR_SULTO,1,train
SDX_SULTO,1,train
FER1_SULTO,1,train
GLMS_SULTO,1,train
ATPL_SULTO,1,train
NADB_SULTO,1,train
PGMUT_SULTO,1,train
KTHY2_SULTO,1,train
MBLFP_SULTO,1,train
GLCAE_SULTO,1,train
Y229_SULTO,1,train
VATD_SULTO,1,train
TPL_SYMTH,1,train
HIS8_CALS4,1,train
ALR1_CALS4,1,train
ECFA2_CALS4,1,train
RECF_CALS4,1,train
RECR_CALS4,1,train
KPRS_THEVO,1,train
TREH_THEVO,1,train
TVOK_THEVO,1,train
HEM1_THEVO,1,train
FLA1_THEVO,1,train
RLME_THEVO,1,train
Y1425_THEVO,1,train
MURJ_THEAB,1,train
DISA_THEMA,1,train
AGAL_THEMA,1,train
CORA_THEMA,1,train
IOLO_THEMA,1,train
MURE_THEMA,1,train
PFKA_THEMA,1,train
PFP_THEMA,1,train
PURL_THEMA,1,train
CAH_THEMA,1,train
MAZG_THEMA,1,train
HPPA_THEMA,1,train
AGLA_THEMA,1,train
BSUHB_THEMA,1,train
LDH_THEMA,1,train
ARGB_THEMA,1,train
LYSRA_THEMA,1,train
HIS5_THEMA,1,train
ENO_THEMA,1,train
AGLB_THEMA,1,train
BIOY_THEMA,1,train
ARCH_THEMA,1,train
DAPF_THEMA,1,train
ASPD_THEMA,1,train
ASSY_THEMA,1,train
COAD_THEMA,1,train
ATPA_THEMA,1,train
6PGL_THEMA,1,train
IOLN_THEMA,1,train
KPYK_THEMA,1,train
HIS4_THEMA,1,train
ISPD_THEMA,1,train
MARIT_THEMA,1,train
OXBP_THEMA,1,train
PHOU2_THEMA,1,train
DNAA_THEMA,1,train
METE_THEMA,1,train
MUTS2_THEMA,1,train
RNH2_THEMA,1,train
SSB_THEMA,1,train
RECA_THEMA,1,train
RUVB_THEMA,1,train
PUR9_THEMA,1,train
RL28_THEMA,1,train
RBFA_THEMA,1,train
RL4_THEMA,1,train
CHEX_THEMA,1,train
HRCA_THEMA,1,train
MCP1_THEMA,1,train
CHEW_THEMA,1,train
CAS2_THEMA,1,train
METAA_THEMA,1,train
MCP3_THEMA,1,train
MINC_THEMA,1,train
NADK_THEMA,1,train
HIS1_THEMA,1,train
KITH_THEMA,1,train
PORC_THEMA,1,train
PANC_THEMA,1,train
PROA_THEMA,1,train
PULA_THEMA,1,train
RL10_THEMA,1,train
RNC_THEMA,1,train
NUSB_THEMA,1,train
MGSA_THEMA,1,train
MURC_THEMA,1,train
OMPA_THEMA,1,train
PRMC_THEMA,1,train
PURE_THEMA,1,train
MGGS_THEMA,1,train
PIMT_THEMA,1,train
PYRKH_THEMA,1,train
NNR_THEMA,1,train
NIAR_THEMA,1,train
HSLO_THEMA,1,train
MNME_THEMA,1,train
AEEP_THEMA,1,train
MIAB_THEMA,1,train
COAE_THEMA,1,train
METY_THEMA,1,train
FLIM_THEMA,1,train
DER_THEMA,1,train
HSLV_THEMA,1,train
IOLM_THEMA,1,train
IXTPA_THEMA,1,train
ILVE_THEMA,1,train
CDSA_THEMA,1,train
GLK_THEMA,1,train
GLDA_THEMA,1,train
CHEC_THEMA,1,train
COAX_THEMA,1,train
G6PI_THEMA,1,train
GATB_THEMA,1,train
ESTD_THEMA,1,train
FLIG_THEMA,1,train
END4_THEMA,1,train
AGUA_THEMA,1,train
BFRA_THEMA,1,train
CDPD_THEMA,1,train
BUK2_THEMA,1,train
DYR_THEMA,1,train
PTAS_THEMA,1,train
RL29_THEMA,1,train
RS6_THEMA,1,train
PURQ_THEMA,1,train
Y1410_THEMA,1,train
RSMH_THEMA,1,train
RLMH_THEMA,1,train
Y1570_THEMA,1,train
UXUB_THEMA,1,train
Y1162_THEMA,1,train
SAT_THEMA,1,train
UXAE_THEMA,1,train
THII_THEMA,1,train
TIG_THEMA,1,train
WHIA_THEMA,1,train
TMCAL_THEMA,1,train
YBEY_THEMA,1,train
Y1420_THEMA,1,train
Y288_THEMA,1,train
Y1468_THEMA,1,train
TRPC_THEMA,1,train
PGKT_THEMA,1,train
YIDC_THEMA,1,train
SOR_THEMA,1,train
SYGA_THEMA,1,train
PSUG_THEMA,1,train
RNPA_THEMA,1,train
UXAC_THEMA,1,train
Y983_THEMA,1,train
TSAB_THEMA,1,train
SYW_THEMA,1,train
PTLY_THEMA,1,train
RBGA_THEMA,1,train
RL7_THEMA,1,train
MGTA_THENE,1,train
CBPA_THENN,1,train
EABN_THEP1,1,train
CAS3_THET8,1,train
LYSN_THET2,1,train
HOA_THET8,1,train
CLPB_THET8,1,train
SYG_THET8,1,train
TTUC_THET2,1,train
SYV_THETH,1,train
SPEE_THET8,1,train
TLBP_THET8,1,train
CAPSD_BP234,1,train
COX2_THET8,1,train
EFG_THET8,1,train
COBT_THET8,1,train
AMPT_THET8,1,train
AROQ_THET8,1,train
CBP1_THET8,1,train
CAS6_THET8,1,train
CARH_THET8,1,train
CSE1_THET8,1,train
DAFA_THET8,1,train
CAS1B_THET8,1,train
ISPG_THET2,1,train
NRNA_THET8,1,train
MDH_THETH,1,train
NQO3_THET8,1,train
NQO10_THET8,1,train
KCY_THET8,1,train
KT3K_THET8,1,train
IF2_THET8,1,train
FPG_THET8,1,train
NQO15_THET8,1,train
NQO12_THET8,1,train
DDL_THET8,1,train
NOX_THET8,1,train
RSMF_THET8,1,train
SYFA_THETH,1,train
PDXT_THET8,1,train
PORTL_BPG20,1,train
PYRR_THET8,1,train
RL10_THET2,1,train
RL5_THET8,1,train
RL30_THETH,1,train
RS6_THETH,1,train
SECDF_THET8,1,train
THYX_THET8,1,train
SEPBH_THET8,1,train
RL15_THET8,1,train
RL34_THET8,1,train
RL21_THET2,1,train
RL2_THET2,1,train
RL23_THET2,1,train
RL3_THET2,1,train
RL9_THETH,1,train
GCSPB_THET8,1,train
NQO1_THET8,1,train
OBG_THET8,1,train
GCBP_THET8,1,train
AROH_THETH,1,train
MQNB_THET8,1,train
IDH_THET8,1,train
PHR_THET2,1,train
GFH1_THET2,1,train
MQNE_THET8,1,train
NQO5_THET8,1,train
RL18_THET2,1,train
RL16_THET8,1,train
RL33_THET8,1,train
RS14Z_THET8,1,train
RS15_THET8,1,train
RSMB_THET8,1,train
ODBA_THET8,1,train
REX_THET2,1,train
RNSE_THET8,1,train
PAAK_THET2,1,train
RL17_THET2,1,train
RL19_THET8,1,train
RL25_THETH,1,train
MUTS_THET8,1,train
NQO14_THET8,1,train
NQO9_THET8,1,train
PAND_THET8,1,train
RIMM_THET8,1,train
RS20_THET2,1,train
RUVA_THET8,1,train
NQO7_THET8,1,train
NQO11_THET8,1,train
NQO13_THET8,1,train
RL35_THET8,1,train
PTH_THET8,1,train
RL31_THET8,1,train
MALQ_THETH,1,train
RL22_THET8,1,train
RL36_THET8,1,train
NQO2_THET8,1,train
RS16_THETH,1,train
RL27_THET8,1,train
RS10_THET8,1,train
LYSZ_THET2,1,train
MQNA_THET8,1,train
MUTS2_THET8,1,train
MURI_THET8,1,train
METXA_THET2,1,train
CY552_THET8,1,train
LCFCS_THET8,1,train
LIPB_THET8,1,train
METK_THET2,1,train
EFTS_THET8,1,train
DPO1F_THETH,1,train
CAS5D_THET2,1,train
IF1_THETH,1,train
ISPE_THET8,1,train
LEPA_THET8,1,train
CSE2_THET8,1,train
DEF_THETH,1,train
HPAC_THET8,1,train
GATB_THET8,1,train
COXA_THET8,1,train
COX1_THET8,1,train
GLPK_THETH,1,train
ACP_THET8,1,train
JAMM1_THET2,1,train
DNLJ_THET8,1,train
FENR_THET8,1,train
DBH_THET8,1,train
GYRA_THET8,1,train
ERA_THET8,1,train
ARLY_THET8,1,train
GRPE_THET8,1,train
COMB_THET8,1,train
CSM6_THET8,1,train
DUSAL_THET8,1,train
BE_THET8,1,train
CUTA_THET8,1,train
DECO_BP234,1,train
DODEC_THET8,1,train
QUEA_THET2,1,train
RL32_THET2,1,train
SECA_THET8,1,train
TDH_THET8,1,train
RF2_THET8,1,train
RL19_THET2,1,train
RNJ_THET2,1,train
RS3_THET8,1,train
SYM_THET8,1,train
